,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Location,Device
679,A1679,dataanlyticscourse,116.0,4538.0,221.74,23.0,9.0,0.078,1639.0,hyderbad,desktop
680,A1680,dataanalyticscourse,89.0,3509.0,192.14,27.0,9.0,0.101,1564.0,hyderabad,mobile
681,A1681,dataanalyticscourse,96.0,3346.0,248.48,15.0,7.0,0.073,1118.0,hyderbad,desktop
682,A1682,dataanalyticscourse,193.0,4706.0,213.41,24.0,8.0,0.046,1058.0,hyderabad,desktop
683,A1683,dataanalytciscourse,122.0,3896.0,194.3,23.0,3.0,0.025,1355.0,hyderabad,mobile
684,A1684,dataanalyticscourse,133.0,3332.0,201.59,14.0,7.0,0.0,1943.0,hyderabad,tablet
685,A1685,dataanalyticscourse,177.0,5738.0,249.21,11.0,7.0,0.04,1435.0,hyderabad,mobile
686,A1686,dataanalyticscourse,162.0,5346.0,223.12,25.0,5.0,0.031,1052.0,hyderbad,desktop
687,A1687,dataanalyticscourse,182.0,5857.0,192.69,15.0,4.0,0.048,1384.0,hyderabad,desktop
688,A1688,dataanalyticscourse,154.0,4836.0,233.8,26.0,10.0,0.0,1838.0,hydrebad,desktop
689,A1689,dataanalyticscourse,104.0,5291.0,186.93,19.0,10.0,0.096,1805.0,hyderbad,tablet
690,A1690,dataanalytciscourse,101.0,4840.0,230.68,21.0,9.0,0.089,1556.0,hydrebad,desktop
691,A1691,dataanalytciscourse,173.0,4246.0,202.95,27.0,3.0,0.017,1276.0,hyderabad,tablet
692,A1692,dataanalyticscourse,186.0,5824.0,224.48,29.0,6.0,0.0,1882.0,hyderabad,mobile
693,A1693,dataanalytciscourse,148.0,5952.0,186.32,14.0,4.0,0.044,1469.0,hydrebad,mobile
694,A1694,dataanlyticscourse,181.0,3691.0,229.14,25.0,10.0,0.0,1375.0,hyderbad,mobile
695,A1695,dataanalytciscourse,110.0,4350.0,243.88,16.0,9.0,0.0,1157.0,hyderbad,tablet
696,A1696,dataanalyticscourse,151.0,5656.0,191.95,18.0,7.0,0.0,1813.0,hydrebad,mobile
697,A1697,dataanalytciscourse,90.0,4566.0,228.82,29.0,9.0,0.051,1697.0,hyderbad,desktop
698,A1698,dataanlyticscourse,111.0,4245.0,245.76,22.0,8.0,0.072,0.0,hyderbad,desktop
699,A1699,dataanalyticscourse,170.0,5053.0,217.41,16.0,9.0,0.031,1497.0,hyderabad,mobile
700,A1700,dataanalyticscourse,112.0,5093.0,228.8,23.0,7.0,0.062,1188.0,hyderabad,desktop
701,A1701,dataanlyticscourse,188.0,5336.0,188.73,17.0,3.0,0.016,1601.0,hyderabad,tablet
702,A1702,dataanlyticscourse,85.0,4963.0,186.21,14.0,6.0,0.0,1747.0,hyderabad,mobile
703,A1703,dataanalytciscourse,94.0,4544.0,235.77,23.0,8.0,0.0,1342.0,hyderabad,tablet
704,A1704,dataanalytciscourse,177.0,4901.0,217.54,20.0,10.0,0.056,1975.0,hyderabad,tablet
705,A1705,dataanalyticscourse,150.0,5275.0,192.7,14.0,4.0,0.027,1170.0,hydrebad,tablet
706,A1706,dataanalytciscourse,88.0,5225.0,202.97,22.0,6.0,0.068,1128.0,hyderbad,tablet
707,A1707,dataanalyticscourse,128.0,4857.0,212.61,14.0,5.0,0.039,1538.0,hyderbad,desktop
708,A1708,dataanalytciscourse,163.0,5310.0,242.76,26.0,9.0,0.055,1793.0,hyderabad,mobile
709,A1709,dataanlyticscourse,147.0,5014.0,193.08,12.0,8.0,0.054,1017.0,hyderabad,tablet
710,A1710,dataanlyticscourse,191.0,5855.0,196.54,29.0,3.0,0.016,1085.0,hyderbad,desktop
711,A1711,dataanalyticscourse,0.0,5916.0,234.46,17.0,6.0,0.044,1982.0,hydrebad,desktop
712,A1712,dataanalytciscourse,115.0,3952.0,229.18,25.0,4.0,0.035,1440.0,hyderabad,tablet
713,A1713,dataanalyticscourse,123.0,4208.0,212.92,29.0,6.0,0.049,1184.0,hyderbad,desktop
714,A1714,dataanalyticscourse,121.0,5517.0,222.14,16.0,7.0,0.0,1682.0,hyderabad,tablet
715,A1715,dataanalytciscourse,126.0,5460.0,210.83,24.0,10.0,0.079,1326.0,hydrebad,tablet
716,A1716,dataanalyticscourse,110.0,3159.0,197.92,26.0,10.0,0.091,1608.0,hydrebad,mobile
717,A1717,dataanalyticscourse,190.0,5545.0,223.96,13.0,7.0,0.037,1344.0,hyderbad,tablet
718,A1718,dataanlyticscourse,148.0,3668.0,245.79,15.0,10.0,0.068,1718.0,hyderabad,desktop
719,A1719,dataanlyticscourse,86.0,5663.0,231.79,19.0,10.0,0.116,1547.0,hyderabad,mobile
720,A1720,dataanalyticscourse,172.0,3123.0,216.67,15.0,0.0,0.0,1759.0,hydrebad,desktop
721,A1721,dataanalyticscourse,143.0,5638.0,229.41,23.0,4.0,0.058,1398.0,hyderbad,desktop
722,A1722,dataanalyticscourse,172.0,4436.0,232.16,21.0,7.0,0.041,1050.0,hyderabad,mobile
723,A1723,dataanalytciscourse,138.0,5555.0,188.55,14.0,8.0,0.058,1593.0,hydrebad,desktop
724,A1724,dataanalytciscourse,132.0,4972.0,248.45,25.0,9.0,0.0,1126.0,hyderabad,tablet
725,A1725,dataanalytciscourse,174.0,3231.0,0.0,10.0,7.0,0.04,1128.0,hyderabad,mobile
726,A1726,dataanalytciscourse,154.0,3461.0,235.36,18.0,4.0,0.0,1212.0,hydrebad,tablet
727,A1727,dataanalytciscourse,126.0,3423.0,236.21,25.0,9.0,0.071,1106.0,hyderabad,tablet
728,A1728,dataanalyticscourse,138.0,4025.0,220.96,21.0,7.0,0.051,1416.0,hyderabad,tablet
729,A1729,dataanalytciscourse,193.0,3800.0,199.76,27.0,9.0,0.047,1393.0,hyderabad,mobile
730,A1730,dataanalyticscourse,156.0,5293.0,210.43,26.0,6.0,0.038,1449.0,hydrebad,tablet
731,A1731,dataanalyticscourse,142.0,3565.0,180.39,26.0,5.0,0.035,1147.0,hydrebad,tablet
732,A1732,dataanalytciscourse,92.0,4296.0,239.12,11.0,10.0,0.0,1169.0,hyderabad,tablet
733,A1733,dataanalyticscourse,190.0,3567.0,249.26,0.0,7.0,0.057,1517.0,hyderbad,desktop
734,A1734,dataanalyticscourse,134.0,4854.0,198.93,21.0,8.0,0.06,1101.0,hydrebad,desktop
735,A1735,dataanlyticscourse,144.0,0.0,186.47,29.0,8.0,0.056,1437.0,hydrebad,mobile
736,A1736,dataanalyticscourse,117.0,4630.0,196.66,15.0,8.0,0.0,1361.0,hydrebad,desktop
737,A1737,dataanalyticscourse,160.0,3448.0,210.38,19.0,7.0,0.044,1705.0,hyderbad,desktop
738,A1738,dataanalyticscourse,146.0,5297.0,198.89,30.0,8.0,0.055,2000.0,hyderbad,desktop
739,A1739,dataanalytciscourse,175.0,3818.0,190.89,30.0,10.0,0.039,1088.0,hydrebad,tablet
740,A1740,dataanalytciscourse,122.0,4791.0,223.16,12.0,4.0,0.033,1246.0,hyderbad,tablet
741,A1741,dataanalytciscourse,85.0,3713.0,225.74,23.0,5.0,0.047,1867.0,hydrebad,tablet
742,A1742,dataanlyticscourse,167.0,3634.0,202.75,30.0,10.0,0.06,1503.0,hyderbad,desktop
743,A1743,dataanlyticscourse,158.0,3025.0,180.5,24.0,9.0,0.0,1725.0,hyderabad,tablet
744,A1744,dataanalyticscourse,176.0,5868.0,184.46,0.0,4.0,0.023,1229.0,hyderabad,desktop
745,A1745,dataanlyticscourse,111.0,3050.0,208.87,10.0,7.0,0.063,1774.0,hyderabad,tablet
746,A1746,dataanlyticscourse,186.0,5301.0,0.0,14.0,9.0,0.0,1230.0,hydrebad,desktop
747,A1747,dataanalyticscourse,177.0,3042.0,239.64,26.0,4.0,0.023,1646.0,hyderabad,mobile
748,A1748,dataanalytciscourse,150.0,5272.0,239.06,13.0,9.0,0.06,1232.0,hyderabad,desktop
749,A1749,dataanalyticscourse,160.0,4279.0,191.56,22.0,10.0,0.039,1234.0,hyderbad,mobile
750,A1750,dataanalyticscourse,147.0,5659.0,188.07,22.0,4.0,0.045,1796.0,hyderabad,mobile
751,A1751,dataanalyticscourse,198.0,4816.0,224.96,21.0,4.0,0.042,1601.0,hydrebad,mobile
752,A1752,dataanlyticscourse,145.0,3874.0,0.0,10.0,10.0,0.069,1153.0,hyderabad,mobile
753,A1753,dataanalyticscourse,94.0,5221.0,225.23,17.0,3.0,0.036,1209.0,hyderbad,tablet
754,A1754,dataanalyticscourse,90.0,5859.0,187.29,17.0,5.0,0.056,1375.0,hyderbad,mobile
755,A1755,dataanlyticscourse,182.0,5055.0,232.64,26.0,8.0,0.036,1815.0,hyderabad,mobile
756,A1756,dataanlyticscourse,0.0,4373.0,199.32,16.0,5.0,0.0,1150.0,hyderbad,desktop
757,A1757,dataanalyticscourse,0.0,0.0,234.85,11.0,8.0,0.0,1398.0,hyderabad,desktop
758,A1758,dataanalytciscourse,103.0,3547.0,232.35,11.0,8.0,0.078,1663.0,hyderbad,tablet
759,A1759,dataanalyticscourse,148.0,3128.0,197.02,27.0,9.0,0.061,1214.0,hyderabad,tablet
760,A1760,dataanlyticscourse,151.0,5201.0,198.56,15.0,10.0,0.066,1716.0,hydrebad,tablet
761,A1761,dataanalytciscourse,148.0,5510.0,210.42,27.0,4.0,0.048,1352.0,hydrebad,mobile
762,A1762,dataanlyticscourse,103.0,5628.0,195.6,24.0,8.0,0.034,1065.0,hyderabad,mobile
763,A1763,dataanalytciscourse,115.0,5445.0,183.55,21.0,7.0,0.059,1721.0,hyderabad,tablet
764,A1764,dataanalyticscourse,160.0,5936.0,239.87,29.0,4.0,0.0,1320.0,hyderabad,mobile
765,A1765,dataanalyticscourse,166.0,5808.0,194.79,14.0,8.0,0.048,1799.0,hyderabad,tablet
766,A1766,dataanalytciscourse,187.0,3282.0,234.91,10.0,7.0,0.041,1525.0,hyderbad,mobile
767,A1767,dataanalyticscourse,172.0,3334.0,243.12,30.0,9.0,0.052,0.0,hydrebad,mobile
768,A1768,dataanalyticscourse,172.0,5546.0,241.81,24.0,10.0,0.058,1681.0,hyderabad,desktop
769,A1769,dataanalytciscourse,187.0,5734.0,187.44,10.0,8.0,0.043,1183.0,hyderabad,tablet
770,A1770,dataanalyticscourse,196.0,4964.0,249.47,26.0,9.0,0.046,1996.0,hyderabad,mobile
771,A1771,dataanalytciscourse,131.0,4774.0,240.53,24.0,7.0,0.053,0.0,hyderbad,tablet
772,A1772,dataanalyticscourse,103.0,5244.0,205.9,22.0,7.0,0.032,1954.0,hyderabad,mobile
773,A1773,dataanalytciscourse,114.0,3064.0,196.01,23.0,6.0,0.053,1348.0,hydrebad,mobile
774,A1774,dataanlyticscourse,116.0,3265.0,199.21,24.0,10.0,0.086,1006.0,hyderbad,mobile
775,A1775,dataanlyticscourse,164.0,5351.0,217.9,10.0,9.0,0.055,1431.0,hydrebad,tablet
776,A1776,dataanalyticscourse,160.0,5830.0,0.0,15.0,10.0,0.062,1270.0,hyderabad,mobile
777,A1777,dataanlyticscourse,112.0,4808.0,221.57,17.0,7.0,0.062,1186.0,hyderabad,desktop
778,A1778,dataanalyticscourse,87.0,5506.0,188.77,11.0,5.0,0.0,1774.0,hydrebad,mobile
779,A1779,dataanalytciscourse,0.0,4798.0,198.45,20.0,10.0,0.0,1937.0,hyderbad,mobile
780,A1780,dataanlyticscourse,139.0,5763.0,214.49,15.0,5.0,0.045,1781.0,hyderbad,desktop
781,A1781,dataanalytciscourse,193.0,3271.0,187.76,30.0,9.0,0.053,1209.0,hyderabad,tablet
782,A1782,dataanalyticscourse,151.0,4402.0,248.65,21.0,4.0,0.0,1722.0,hyderbad,desktop
783,A1783,dataanalyticscourse,90.0,4281.0,216.36,24.0,4.0,0.0,1768.0,hyderabad,mobile
784,A1784,dataanalyticscourse,169.0,4480.0,0.0,11.0,10.0,0.059,1769.0,hyderbad,tablet
785,A1785,dataanalyticscourse,197.0,4373.0,218.3,18.0,9.0,0.059,1988.0,hydrebad,desktop
786,A1786,dataanalyticscourse,132.0,0.0,219.44,17.0,3.0,0.055,1949.0,hyderabad,desktop
787,A1787,dataanalyticscourse,96.0,5503.0,243.51,11.0,6.0,0.062,1687.0,hydrebad,desktop
788,A1788,dataanalyticscourse,160.0,4154.0,230.16,15.0,6.0,0.0,1667.0,hyderbad,mobile
789,A1789,dataanlyticscourse,162.0,5161.0,240.72,16.0,7.0,0.0,1649.0,hyderabad,tablet
790,A1790,dataanlyticscourse,171.0,5517.0,233.86,23.0,5.0,0.029,1349.0,hyderabad,tablet
791,A1791,dataanalyticscourse,110.0,4161.0,204.28,16.0,10.0,0.0,1447.0,hyderbad,mobile
792,A1792,dataanalyticscourse,103.0,5332.0,243.72,16.0,3.0,0.029,1882.0,hyderabad,desktop
793,A1793,dataanalytciscourse,167.0,3620.0,243.81,24.0,8.0,0.053,1001.0,hyderabad,desktop
794,A1794,dataanalyticscourse,132.0,4117.0,239.04,28.0,3.0,0.023,1761.0,hyderbad,mobile
795,A1795,dataanlyticscourse,145.0,5400.0,219.89,29.0,3.0,0.0,1152.0,hyderbad,tablet
796,A1796,dataanalytciscourse,140.0,5220.0,183.39,25.0,8.0,0.057,1918.0,hydrebad,desktop
797,A1797,dataanlyticscourse,122.0,0.0,217.66,25.0,10.0,0.053,1799.0,hyderbad,tablet
798,A1798,dataanalytciscourse,87.0,4081.0,180.63,20.0,4.0,0.046,1665.0,hyderabad,tablet
799,A1799,dataanalyticscourse,141.0,4239.0,199.82,15.0,5.0,0.035,1639.0,hyderbad,mobile
800,A1800,dataanalyticscourse,157.0,3367.0,248.9,0.0,8.0,0.051,1470.0,hydrebad,tablet
801,A1801,dataanalytciscourse,95.0,5721.0,208.53,16.0,6.0,0.063,1863.0,hyderabad,mobile
802,A1802,dataanalyticscourse,160.0,5166.0,210.21,20.0,7.0,0.044,1850.0,hyderbad,desktop
803,A1803,dataanlyticscourse,133.0,5430.0,217.34,16.0,6.0,0.045,1199.0,hyderabad,mobile
804,A1804,dataanalytciscourse,154.0,3452.0,215.61,21.0,7.0,0.058,1631.0,hydrebad,mobile
805,A1805,dataanalytciscourse,188.0,0.0,220.11,13.0,4.0,0.021,1262.0,hydrebad,tablet
806,A1806,dataanlyticscourse,186.0,5073.0,233.58,15.0,4.0,0.0,1965.0,hyderbad,tablet
807,A1807,dataanalytciscourse,101.0,5757.0,249.33,25.0,9.0,0.035,1129.0,hyderabad,mobile
808,A1808,dataanalyticscourse,150.0,3323.0,227.55,14.0,4.0,0.027,1931.0,hyderbad,mobile
809,A1809,dataanlyticscourse,127.0,5417.0,229.06,26.0,8.0,0.063,1086.0,hydrebad,tablet
810,A1810,dataanalytciscourse,117.0,5445.0,213.9,10.0,5.0,0.043,1804.0,hyderabad,desktop
811,A1811,dataanlyticscourse,152.0,5173.0,230.47,15.0,5.0,0.036,1779.0,hydrebad,desktop
812,A1812,dataanalyticscourse,87.0,3643.0,220.76,27.0,7.0,0.0,1393.0,hyderabad,desktop
813,A1813,dataanlyticscourse,181.0,3863.0,180.12,17.0,7.0,0.035,1892.0,hyderbad,desktop
814,A1814,dataanalyticscourse,147.0,3661.0,191.67,17.0,4.0,0.027,0.0,hyderbad,desktop
815,A1815,dataanalytciscourse,173.0,5463.0,232.38,17.0,5.0,0.029,1568.0,hyderabad,desktop
816,A1816,dataanalyticscourse,123.0,3459.0,211.88,21.0,4.0,0.033,1223.0,hyderabad,tablet
817,A1817,dataanalyticscourse,162.0,3906.0,237.24,13.0,5.0,0.033,1062.0,hydrebad,desktop
818,A1818,dataanalytciscourse,135.0,4645.0,182.94,12.0,0.0,0.0,1927.0,hydrebad,desktop
819,A1819,dataanalyticscourse,169.0,3317.0,232.35,29.0,3.0,0.049,1988.0,hyderabad,mobile
820,A1820,dataanalytciscourse,120.0,3235.0,220.67,11.0,4.0,0.0,1890.0,hyderabad,mobile
821,A1821,dataanalytciscourse,0.0,4823.0,234.73,30.0,5.0,0.0,1361.0,hyderabad,mobile
822,A1822,dataanlyticscourse,167.0,4403.0,189.36,25.0,4.0,0.03,1572.0,hyderabad,desktop
823,A1823,dataanalyticscourse,101.0,3530.0,184.83,22.0,5.0,0.0,1802.0,hyderabad,mobile
824,A1824,dataanalytciscourse,129.0,4679.0,239.21,19.0,3.0,0.023,1215.0,hydrebad,mobile
825,A1825,dataanalyticscourse,153.0,5396.0,233.79,13.0,8.0,0.0,1571.0,hydrebad,mobile
826,A1826,dataanalytciscourse,0.0,3976.0,248.65,16.0,4.0,0.0,1160.0,hyderabad,mobile
827,A1827,dataanalyticscourse,108.0,5545.0,209.82,11.0,8.0,0.074,1491.0,hyderabad,mobile
828,A1828,dataanlyticscourse,85.0,4772.0,211.62,15.0,10.0,0.118,1669.0,hyderbad,mobile
829,A1829,dataanalyticscourse,109.0,4941.0,242.54,18.0,9.0,0.083,1278.0,hyderbad,desktop
830,A1830,dataanalyticscourse,119.0,4369.0,216.29,16.0,4.0,0.0,0.0,hyderbad,tablet
831,A1831,dataanalyticscourse,143.0,5526.0,185.94,15.0,8.0,0.056,1712.0,hyderabad,desktop
832,A1832,dataanalyticscourse,161.0,5302.0,184.29,13.0,8.0,0.036,1703.0,hyderabad,tablet
833,A1833,dataanalyticscourse,146.0,4424.0,196.88,20.0,3.0,0.021,1757.0,hyderabad,tablet
834,A1834,dataanalytciscourse,82.0,5971.0,235.52,14.0,8.0,0.098,1568.0,hyderbad,mobile
835,A1835,dataanalytciscourse,88.0,3733.0,244.35,12.0,8.0,0.091,1622.0,hyderabad,mobile
836,A1836,dataanalytciscourse,127.0,4403.0,244.3,15.0,7.0,0.055,1832.0,hyderabad,tablet
837,A1837,dataanalyticscourse,179.0,5118.0,189.59,15.0,6.0,0.034,1892.0,hyderabad,tablet
838,A1838,dataanlyticscourse,199.0,4407.0,240.05,21.0,9.0,0.045,1054.0,hyderabad,desktop
839,A1839,dataanalyticscourse,191.0,3190.0,211.1,10.0,7.0,0.037,0.0,hydrebad,tablet
840,A1840,dataanalytciscourse,99.0,4880.0,245.13,25.0,8.0,0.0,1236.0,hyderbad,tablet
841,A1841,dataanlyticscourse,122.0,5774.0,224.4,23.0,10.0,0.0,1330.0,hydrebad,mobile
842,A1842,dataanalyticscourse,178.0,4103.0,207.23,17.0,8.0,0.045,1612.0,hyderbad,mobile
843,A1843,dataanalytciscourse,157.0,4414.0,240.57,17.0,9.0,0.057,1483.0,hyderabad,desktop
844,A1844,dataanalytciscourse,199.0,5319.0,216.7,25.0,9.0,0.045,0.0,hyderbad,desktop
845,A1845,dataanlyticscourse,192.0,3320.0,208.09,17.0,3.0,0.016,1169.0,hyderbad,mobile
846,A1846,dataanalyticscourse,144.0,4146.0,246.1,18.0,10.0,0.069,1074.0,hyderabad,desktop
847,A1847,dataanlyticscourse,147.0,4720.0,227.6,23.0,8.0,0.0,1907.0,hyderbad,tablet
848,A1848,dataanlyticscourse,121.0,3557.0,237.03,16.0,7.0,0.0,1255.0,hyderabad,mobile
849,A1849,dataanalyticscourse,193.0,5899.0,227.24,12.0,9.0,0.042,1832.0,hyderabad,desktop
850,A1850,dataanalytciscourse,170.0,4968.0,216.78,21.0,5.0,0.045,1997.0,hyderabad,tablet
851,A1851,dataanalyticscourse,198.0,5934.0,199.61,14.0,6.0,0.03,0.0,hyderbad,tablet
852,A1852,dataanalytciscourse,133.0,4078.0,189.42,21.0,6.0,0.045,1969.0,hyderabad,desktop
853,A1853,dataanalyticscourse,82.0,4163.0,208.08,30.0,8.0,0.098,1297.0,hyderabad,mobile
854,A1854,dataanalyticscourse,90.0,4330.0,249.24,20.0,4.0,0.044,1618.0,hyderabad,tablet
855,A1855,dataanlyticscourse,122.0,5882.0,189.76,25.0,7.0,0.057,1357.0,hydrebad,tablet
856,A1856,dataanalyticscourse,105.0,5645.0,218.24,17.0,6.0,0.0,1420.0,hyderabad,mobile
857,A1857,dataanalyticscourse,179.0,3848.0,213.26,12.0,5.0,0.0,1807.0,hyderabad,desktop
858,A1858,dataanalytciscourse,91.0,5609.0,228.27,12.0,10.0,0.11,1098.0,hydrebad,desktop
859,A1859,dataanlyticscourse,168.0,4390.0,195.52,22.0,10.0,0.06,1553.0,hyderabad,desktop
860,A1860,dataanlyticscourse,162.0,4774.0,210.8,20.0,7.0,0.043,1387.0,hydrebad,tablet
861,A1861,dataanalyticscourse,130.0,5787.0,218.79,13.0,10.0,0.077,1679.0,hyderabad,mobile
862,A1862,dataanalyticscourse,97.0,5192.0,184.79,13.0,10.0,0.0,1382.0,hydrebad,mobile
863,A1863,dataanalyticscourse,142.0,4223.0,222.28,27.0,5.0,0.038,1506.0,hyderabad,desktop
864,A1864,dataanalytciscourse,138.0,3146.0,197.89,22.0,7.0,0.0,0.0,hydrebad,desktop
865,A1865,dataanalyticscourse,186.0,3988.0,237.69,15.0,5.0,0.027,1603.0,hyderbad,tablet
866,A1866,dataanalyticscourse,170.0,3437.0,232.08,23.0,5.0,0.029,1405.0,hydrebad,mobile
867,A1867,dataanalyticscourse,85.0,3718.0,224.14,21.0,6.0,0.071,1938.0,hyderabad,desktop
868,A1868,dataanalyticscourse,115.0,5343.0,239.92,20.0,8.0,0.0,1381.0,hydrebad,desktop
869,A1869,dataanalytciscourse,167.0,5170.0,241.21,24.0,4.0,0.038,1515.0,hydrebad,mobile
870,A1870,dataanalyticscourse,113.0,5916.0,234.58,18.0,5.0,0.044,1165.0,hyderabad,mobile
871,A1871,dataanalyticscourse,175.0,4958.0,245.96,22.0,10.0,0.0,1777.0,hyderbad,mobile
872,A1872,dataanalyticscourse,112.0,5538.0,225.66,22.0,4.0,0.041,0.0,hyderabad,desktop
873,A1873,dataanlyticscourse,194.0,5309.0,191.4,19.0,10.0,0.046,1764.0,hyderbad,desktop
874,A1874,dataanlyticscourse,0.0,4539.0,244.4,18.0,6.0,0.0,1638.0,hyderabad,mobile
875,A1875,dataanalyticscourse,82.0,4622.0,203.99,17.0,9.0,0.11,1375.0,hydrebad,mobile
876,A1876,dataanalyticscourse,0.0,3355.0,193.57,26.0,9.0,0.0,1961.0,hyderabad,mobile
877,A1877,dataanalyticscourse,179.0,4992.0,221.48,27.0,10.0,0.037,1062.0,hyderabad,tablet
878,A1878,dataanlyticscourse,93.0,3015.0,232.01,21.0,4.0,0.043,1770.0,hyderabad,mobile
879,A1879,dataanalytciscourse,152.0,4662.0,249.13,24.0,7.0,0.046,1951.0,hyderabad,desktop
880,A1880,dataanalytciscourse,81.0,3766.0,213.12,27.0,7.0,0.086,1183.0,hyderabad,desktop
881,A1881,dataanalyticscourse,130.0,5774.0,241.97,11.0,7.0,0.044,1708.0,hydrebad,desktop
882,A1882,dataanalytciscourse,110.0,4542.0,227.95,20.0,4.0,0.036,1423.0,hyderbad,desktop
883,A1883,dataanalyticscourse,122.0,5179.0,0.0,11.0,4.0,0.033,1507.0,hyderabad,tablet
884,A1884,dataanalytciscourse,113.0,5265.0,184.21,27.0,5.0,0.044,1353.0,hyderbad,tablet
885,A1885,dataanlyticscourse,140.0,5297.0,223.9,28.0,6.0,0.043,1630.0,hyderabad,mobile
886,A1886,dataanalyticscourse,170.0,3347.0,248.44,27.0,3.0,0.0,1719.0,hyderabad,desktop
887,A1887,dataanalytciscourse,176.0,5960.0,245.33,19.0,8.0,0.045,1761.0,hydrebad,tablet
888,A1888,dataanalyticscourse,0.0,5143.0,246.3,19.0,5.0,0.0,1346.0,hyderabad,mobile
889,A1889,dataanalytciscourse,195.0,5265.0,242.0,10.0,4.0,0.054,1699.0,hyderabad,tablet
890,A1890,dataanlyticscourse,162.0,4396.0,183.96,18.0,4.0,0.043,1054.0,hyderabad,tablet
891,A1891,dataanalyticscourse,138.0,4381.0,191.55,28.0,7.0,0.0,1756.0,hydrebad,tablet
892,A1892,dataanlyticscourse,177.0,3965.0,225.82,15.0,4.0,0.023,1530.0,hydrebad,mobile
893,A1893,dataanalyticscourse,159.0,3366.0,217.27,21.0,7.0,0.044,1515.0,hyderabad,tablet
894,A1894,dataanlyticscourse,111.0,4026.0,229.01,13.0,3.0,0.0,1438.0,hydrebad,desktop
895,A1895,dataanalyticscourse,184.0,5560.0,189.14,14.0,6.0,0.0,1250.0,hyderabad,tablet
896,A1896,dataanlyticscourse,128.0,4500.0,188.21,10.0,3.0,0.0,1087.0,hydrebad,desktop
897,A1897,dataanlyticscourse,164.0,3851.0,219.15,22.0,6.0,0.049,1487.0,hyderabad,mobile
898,A1898,dataanalytciscourse,120.0,3464.0,228.3,19.0,4.0,0.058,1426.0,hydrebad,tablet
899,A1899,dataanlyticscourse,89.0,3248.0,239.42,10.0,4.0,0.0,0.0,hydrebad,mobile
900,A1900,dataanalyticscourse,91.0,3721.0,231.45,24.0,6.0,0.06,0.0,hyderabad,tablet
901,A1901,dataanalyticscourse,143.0,4143.0,191.68,20.0,5.0,0.035,1460.0,hydrebad,tablet
902,A1902,dataanlyticscourse,176.0,5768.0,238.94,14.0,8.0,0.045,1016.0,hyderbad,tablet
903,A1903,dataanalyticscourse,151.0,4408.0,214.29,20.0,5.0,0.033,1900.0,hyderabad,desktop
904,A1904,dataanalytciscourse,134.0,3623.0,221.65,19.0,5.0,0.047,1937.0,hyderabad,desktop
905,A1905,dataanalyticscourse,191.0,3057.0,223.28,27.0,6.0,0.031,1208.0,hyderbad,desktop
906,A1906,dataanlyticscourse,170.0,3144.0,0.0,21.0,3.0,0.031,1695.0,hyderabad,desktop
907,A1907,dataanalyticscourse,112.0,3989.0,228.74,10.0,8.0,0.0,1812.0,hydrebad,mobile
908,A1908,dataanalytciscourse,169.0,3619.0,246.66,28.0,3.0,0.018,1354.0,hydrebad,desktop
909,A1909,dataanlyticscourse,172.0,4696.0,242.17,26.0,3.0,0.017,1719.0,hydrebad,desktop
910,A1910,dataanalytciscourse,162.0,5684.0,219.08,30.0,7.0,0.0,1295.0,hydrebad,desktop
911,A1911,dataanalyticscourse,183.0,4197.0,243.19,29.0,8.0,0.0,1593.0,hyderabad,mobile
912,A1912,dataanlyticscourse,108.0,5949.0,184.25,23.0,8.0,0.074,1986.0,hyderabad,desktop
913,A1913,dataanalyticscourse,126.0,3784.0,0.0,24.0,5.0,0.0,1951.0,hyderbad,mobile
914,A1914,dataanalytciscourse,174.0,3570.0,222.65,25.0,3.0,0.017,0.0,hydrebad,tablet
915,A1915,dataanalyticscourse,122.0,4632.0,236.57,13.0,6.0,0.0,1001.0,hyderabad,desktop
916,A1916,dataanlyticscourse,191.0,3457.0,237.6,0.0,10.0,0.052,0.0,hyderabad,desktop
917,A1917,dataanalyticscourse,122.0,4525.0,202.89,23.0,8.0,0.034,1499.0,hyderabad,tablet
918,A1918,dataanalyticscourse,175.0,4850.0,186.25,28.0,10.0,0.057,1978.0,hyderabad,desktop
919,A1919,dataanlyticscourse,123.0,4938.0,180.64,24.0,9.0,0.073,1746.0,hydrebad,tablet
920,A1920,dataanalyticscourse,135.0,5748.0,239.22,20.0,7.0,0.051,1222.0,hydrebad,tablet
921,A1921,dataanalytciscourse,0.0,4622.0,187.85,24.0,5.0,0.0,1998.0,hyderbad,tablet
922,A1922,dataanalytciscourse,90.0,5596.0,188.04,12.0,4.0,0.044,0.0,hyderabad,mobile
923,A1923,dataanalyticscourse,0.0,5308.0,234.1,27.0,8.0,0.0,1150.0,hyderabad,tablet
924,A1924,dataanlyticscourse,89.0,3069.0,205.37,19.0,6.0,0.0,1518.0,hyderbad,desktop
925,A1925,dataanalyticscourse,0.0,4221.0,180.83,24.0,10.0,0.033,1082.0,hyderabad,tablet
926,A1926,dataanalyticscourse,148.0,4514.0,203.54,23.0,3.0,0.047,1622.0,hydrebad,desktop
927,A1927,dataanalyticscourse,96.0,3468.0,228.41,16.0,9.0,0.094,1035.0,hyderabad,desktop
